vendor_part,vendor_manufacturer,vendor_description,vmrs_code,vmrs_system,vmrs_subcode,vmrs_description,description_similarity,quality
BC3Z-9H307-C,FORD MOTOR CO,SENDER AND PUMP ASY,044-000-000,44,0,Fuel System,0.0,LOW
BL3Z-9B325-C,FORD MOTOR CO,FUEL PIPE/ FUEL REGULATOR,044-016-000,44,16,Evaporative Emission Control,0.0,LOW
CK4Z-5427936-H,FORD MOTOR CO,"HOUSING, FUEL FILLER",044-000-000,44,0,Fuel System,0.25,MEDIUM
CK4Z-5427936-J,FORD MOTOR CO,"FUEL,FILLER,HOUSING",044-001-067,44,1,Guard Fuel Fill,0.2,MEDIUM
CK4Z-61405A26-B,FORD MOTOR CO,"FUEL, TANK,ACCESS,DOOR",044-001-002,44,1,Cap - Fuel TankCap - Fuel Tank Deefer,0.2857142857142857,MEDIUM
CK4Z-9002-E,FORD MOTOR CO,"FUEL,TANK,ASSEMBLY",044-001-001,44,1,Tank - Fuel,0.6666666666666666,HIGH
CK4Z-9155-J,FORD MOTOR CO,"FILTER, FUEL",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.5,HIGH
CK4Z-9F836-C,FORD MOTOR CO,"pedal, accelerator",044-007-032,44,7,"Bracket, All Cylinder - Milotte ControlBracket Alarm - Boverse Signal",0.0,LOW
CK4Z-9H307-C,FORD MOTOR CO,"PUMP, FUEL",044-003-001,44,3,Fuel Pump Assembly,0.6666666666666666,HIGH
CK4Z-9H307-F,FORD MOTOR CO,"PUMP,FUEL,SENDER,ASSY",044-003-001,44,3,Fuel Pump Assembly,0.4,HIGH
CP471,STANDARD,"PURGE SOLENOID, VAPOR CANISTER",044-016-005,44,16,Solenoid - Evaporative Emission Control,0.14285714285714285,LOW
CP596,STANDARD,"SOLENOID, PURGE VAPOR CANISTER",044-012-017,44,12,"Solenoid Valve - Fuel Tank, Gaseous",0.125,LOW
CP758,STANDARD,PURGE VALVE,044-016-011,44,16,Purge Valve - Evaporative Canister,0.5,HIGH
CP806,STANDARD,PURGE SOLENOID,044-016-005,44,16,Solenoid - Evaporative Emission Control,0.2,MEDIUM
CV6Z 9D289,FORD MOTOR CO,FUEL TUBE ASSY.,044-000-000,44,0,Fuel System,0.25,MEDIUM
CX2360,MOTORCRAFT CORP.,"VALVE, PURGE, VAPOUR CANISTER",044-016-011,44,16,Purge Valve - Evaporative Canister,0.6,HIGH
D21-6024,"PACCAR, INC.","THROTTLE PEDAL, ELECTIC",044-007-032,44,7,"Bracket, All Cylinder - Milotte ControlBracket Alarm - Boverse Signal",0.0,LOW
DDE A4720920908,DETROIT DIESEL CORP,"CAP, FUEL, FILTER",044-002-060,44,2,Cap Assembly - Top,0.2,MEDIUM
DDE A4721506233,DETROIT DIESEL CORP,"WIRING HARNESS, FUEL",044-014-002,44,14,Wiring Harness - Electronic Injectors,0.4,HIGH
DDE A9060170860,DETROIT DIESEL CORP,"SEAL, INJECTOR",044-014-047,44,14,Gasket - Fuel Injector,0.25,MEDIUM
DDE A9361500437,DETROIT DIESEL CORP,INJECTOR WIRING,044-014-002,44,14,Wiring Harness - Electronic Injectors,0.2,MEDIUM
DDE/A4700780449,DETROIT DIESEL CORP,PRIMING PUMP,044-003-000,44,3,Fuel Pump,0.3333333333333333,HIGH
"DIESEL, FUEL -HEATER",FREIGHTLINER,"DIESEL, FUEL -HEATER",044-000-000,44,0,Fuel System,0.25,MEDIUM
DV6Z-8N195-A,FORD MOTOR CO,"COOLANT, HOSE, BRACKET",044-001-075,44,1,Support Bracket - Fuel Lines,0.16666666666666666,MEDIUM
DVC 103594DAV,"DAVCO, INC.","HEATER, PTC 12V - 155W",044-002-000,44,2,Filters,0.0,LOW
DY1334,MOTORCRAFT CORP.,"SENSOR, EXHAUST GAS, OXY",044-016-010,44,16,Sensor - Fuel Tank Pressure,0.14285714285714285,LOW
DY1337,MOTORCRAFT CORP.,"SENSOR, HEGO",044-016-010,44,16,Sensor - Fuel Tank Pressure,0.2,MEDIUM
EA4710701387,FREIGHTLINER,KIT- INJ HDEP GHG17,044-014-001,44,14,Injector Assembly - Electronic,0.0,LOW
EA4710900850,DETROIT DIESEL CORP,"INJECTION PUMP, DIESEL",044-003-027,44,3,Pump - Luer Leea,0.2,MEDIUM
EA4730903852,DETROIT DIESEL CORP,"HOUSING, FILTER, FUEL, PRIMARY",044-002-092,44,2,Housing - Fuel Filter,0.75,HIGH
EA4730904352,DETROIT DIESEL CORP,"HOUSING, FILTER, FUEL",044-002-092,44,2,Housing - Fuel Filter,1.0,HIGH
FC4Z-9030-A,FORD MOTOR CO,"CAP, ASSY, FUEL TANK",044-001-002,44,1,Cap - Fuel TankCap - Fuel Tank Deefer,0.5,HIGH
FD4616,MOTORCRAFT CORP.,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FD4637,MOTORCRAFT CORP.,"FILTER, FUEL, PRIMARY, KIT",044-002-019,44,2,"Replacement Kit - Elements, Euel Filter",0.2857142857142857,MEDIUM
FD4647,MOTORCRAFT CORP.,"FILTER, FUEL, PRIMARY",044-002-019,44,2,"Replacement Kit - Elements, Euel Filter",0.14285714285714285,LOW
FF105,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF149,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF204,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF2200,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-002,44,2,"Element - Fuel Filter, Primary",0.75,HIGH
FF2203,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF236,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-002,44,2,"Element - Fuel Filter, Primary",0.75,HIGH
FF252,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF254,FLEETGUARD,"FILTER, FUEL, SECONDARY",044-002-007,44,2,"Pulley - Flywrieer, AFO",0.0,LOW
FF260,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF276,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF4136,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF42000,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF42102,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF42128NN,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF42131,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF42220,FLEETGUARD,"FILTER, FUEL, SECONDARY",044-002-003,44,2,"Clamp - Mounting, Filter Assembly",0.16666666666666666,MEDIUM
FF5045,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5052,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5089,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5108,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5160,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5206,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5269,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5301,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5319,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5324,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5369W,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-002,44,2,"Element - Fuel Filter, Primary",0.75,HIGH
FF5380,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-002,44,2,"Element - Fuel Filter, Primary",0.75,HIGH
FF5405,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-002,44,2,"Element - Fuel Filter, Primary",0.75,HIGH
FF5418,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-002,44,2,"Element - Fuel Filter, Primary",0.75,HIGH
FF5421,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5455,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5461,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5480,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5507,FLEETGUARD,"FILTER, FUEL, SECONDARY",044-002-003,44,2,"Clamp - Mounting, Filter Assembly",0.16666666666666666,MEDIUM
FF5612,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5616,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5632,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5636,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5639W,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-002,44,2,"Element - Fuel Filter, Primary",0.75,HIGH
FF5675,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5686,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5690,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-002,44,2,"Element - Fuel Filter, Primary",0.75,HIGH
FF5775,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-002,44,2,"Element - Fuel Filter, Primary",0.75,HIGH
FF5776,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5813,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5816,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5825NN,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5871,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-002,44,2,"Element - Fuel Filter, Primary",0.75,HIGH
FF5877,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5971NN,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF5973,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-002,44,2,"Element - Fuel Filter, Primary",0.75,HIGH
FF5974,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-002,44,2,"Element - Fuel Filter, Primary",0.75,HIGH
FF5995,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-002,44,2,"Element - Fuel Filter, Primary",0.75,HIGH
FF63041NN,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF63054NN,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FF73100,FLEETGUARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
FJ1089,OREILLY AUTO PARTS,FUEL INJECTOR,044-004-001,44,4,Injector Assembly - Mechanical,0.25,MEDIUM
FK11011,FLEETGUARD,"FILTER, FUEL, PRIMARY, KIT",044-002-019,44,2,"Replacement Kit - Elements, Euel Filter",0.2857142857142857,MEDIUM
FK11020,FLEETGUARD,"FILTER, FUEL, PRIMARY, KIT",044-002-019,44,2,"Replacement Kit - Elements, Euel Filter",0.2857142857142857,MEDIUM
FK13850NN,FLEETGUARD,"FILTER, FUEL, PRIMARY, KIT",044-002-019,44,2,"Replacement Kit - Elements, Euel Filter",0.2857142857142857,MEDIUM
FK22004,FLEETGUARD,"FILTER, FUEL, PRIMARY, KIT",044-002-019,44,2,"Replacement Kit - Elements, Euel Filter",0.2857142857142857,MEDIUM
FK22005,FLEETGUARD,"FILTER, FUEL, PRIMARY, KIT",044-002-019,44,2,"Replacement Kit - Elements, Euel Filter",0.2857142857142857,MEDIUM
FK48002,FLEETGUARD,"FILTER, FUEL, PRIMARY, KIT",044-002-019,44,2,"Replacement Kit - Elements, Euel Filter",0.2857142857142857,MEDIUM
FK48004,FLEETGUARD,"FILTER, FUEL, PRIMARY, KIT",044-002-019,44,2,"Replacement Kit - Elements, Euel Filter",0.2857142857142857,MEDIUM
FK48555,FLEETGUARD,"FILTER, FUEL, PRIMARY, KIT",044-002-019,44,2,"Replacement Kit - Elements, Euel Filter",0.2857142857142857,MEDIUM
FK48556,FLEETGUARD,"FILTER, FUEL, PRIMARY, KIT",044-002-019,44,2,"Replacement Kit - Elements, Euel Filter",0.2857142857142857,MEDIUM
FNH215,PRECISION BRAND PROD,"HOSE, FILLER NECK",044-012-001,44,12,"Filler Neck - Fuel Tank, Gaseous",0.3333333333333333,HIGH
FPM120,STANDARD,"MODULE, FUEL PUMP",044-003-000,44,3,Fuel Pump,0.6666666666666666,HIGH
FS1000,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS1003,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS1029W,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-002,44,2,"Element - Fuel Filter, Primary",0.3333333333333333,HIGH
FS1065,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS1067,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS1098,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS1212,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS1251,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS1269,FLEETGUARD,"HOUSING, FUEL/WATER SEPARATOR",044-002-092,44,2,Housing - Fuel Filter,0.4,HIGH
FS1280,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS1281,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS1285,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-004,44,2,,0.0,LOW
FS1287,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS1291,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS19513,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS19532,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS19536,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS19551,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS19560,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS19580,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS19580A,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS19591,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS19596,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS19598,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS19624,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS19684E,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS19687,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS19727,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS19729,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS19732,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS19761,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS19763,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS19764,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS19764G,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS19765,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS19797,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS19798,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS19844,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS19869,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS19905G,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS19915,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS19942,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS19947,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS19966,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS19974,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS20028,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-004,44,2,,0.0,LOW
FS20040,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS20081,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS20083,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS20087,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS20089,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS20091,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS20121,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS20128,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS20132,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS20172,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS20176,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS20194,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS20207,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS20208,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS20288,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-087,44,2,"Filter - Fuel Filter, Water Separator",1.0,HIGH
FS20313,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS20385,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS36401,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FS53000,FLEETGUARD,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
FTA-C-68-P,PETERBILT MOTORS CO,FUEL CAP,044-000-000,44,0,Fuel System,0.3333333333333333,HIGH
FTC003,PETERBILT MOTORS CO,FUEL CAP,044-012-021,44,12,Cap - Gaseous Fuel Tank,0.5,HIGH
GA8Z-9D370-A,FORD MOTOR CO,FUEL PUMP MODULE,044-000-000,44,0,Fuel System,0.25,MEDIUM
GSTS-21359,NEWSTAR,FUEL CAP,044-000-000,44,0,Fuel System,0.3333333333333333,HIGH
GT360,ACDELCO,FUEL CAP,044-001-002,44,1,Cap - Fuel TankCap - Fuel Tank Deefer,0.4,HIGH
HC3Z-9J305-A,FORD MOTOR CO,PLUG ASY,044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.0,LOW
JK4Z-9034-G,FORD MOTOR CO,"FILLER,PIPE",044-000-000,44,0,Fuel System,0.0,LOW
K161-793-22,KENWORTH TRUCK CO,"LINING, FUEL TANK STRAP",044-001-000,44,1,"Tank - Fuel, Liquid",0.4,HIGH
K22-1029,"PACCAR, INC.","CAP, FUEL",044-001-002,44,1,Cap - Fuel TankCap - Fuel Tank Deefer,0.4,HIGH
K22-6027,"PACCAR, INC.","PLATE, STEP, FUEL TANK",044-001-069,44,1,"Tapping Plate - Support, Fuel Tank Step",0.6666666666666666,HIGH
K37-1004,"PACCAR, INC.","FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
K37-1012,KENWORTH TRUCK CO,FUEL ELEMENT,044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.4,HIGH
K444-0486N0102M135,"PACCAR, INC.","135GAL TANK,  ALUM FUEL",044-001-001,44,1,Tank - Fuel,0.5,HIGH
K80-6005,"PACCAR, INC.","SPACER, STEP, FUEL TANK",044-001-059,44,1,"Bracket - Step, Fuel Tank",0.6,HIGH
K85-6030,"PACCAR, INC.","BRACKET, STEP, FUEL TANK",044-001-059,44,1,"Bracket - Step, Fuel Tank",1.0,HIGH
KV6Z-9D289-A,FORD MOTOR CO,"LINE, PURGE",044-016-008,44,16,Lines - Fuel. Evaporative Emission Control,0.0,LOW
L1MZ-9B325-A,FORD MOTOR CO,"SOLENOID, PURGE",044-016-005,44,16,Solenoid - Evaporative Emission Control,0.2,MEDIUM
LC3Z-9030-A,FORD MOTOR CO,"CAP, TANK, FUEL, ASSY",044-001-002,44,1,Cap - Fuel TankCap - Fuel Tank Deefer,0.5,HIGH
LC3Z-9030-J,FORD MOTOR CO,"CAP ASSY, FUEL TANK",044-001-002,44,1,Cap - Fuel TankCap - Fuel Tank Deefer,0.5,HIGH
LC3Z-9N184-A,FORD MOTOR CO,"FILTER, FUEL/WATER SEPERATOR",044-002-019,44,2,"Replacement Kit - Elements, Euel Filter",0.125,LOW
LK4Z-9034-E,FORD MOTOR CO,FUEL PIPE,044-000-000,44,0,Fuel System,0.3333333333333333,HIGH
M203313-7,AUTOMANN,FUEL TANK WEBBING,044-001-023,44,1,"Insulator - Strap, Fuel Tank",0.4,HIGH
M203924,AUTOMANN,"STRAP, FUEL TANK",044-001-019,44,1,Strap - Fuel TankStrap - Fuel Tank Desfar,0.6,HIGH
M86-6379,"PACCAR, INC.",DEF TANK,044-001-001,44,1,Tank - Fuel,0.3333333333333333,HIGH
MB91H2006690,MITSUBISHI,INJECTOR ASSEMBLY,044-014-001,44,14,Injector Assembly - Electronic,0.6666666666666666,HIGH
